0,0,左側の公園区画のニュースです！ アンケートに回答したことで、公園の工事が始まりました！,0,,,,1,1,1,1
1,0,左側の公園区画のニュースです！ 公園に芝生が植えられました！子供達がサッカーをして遊び始めたようです,1,,,,3,3,6,4
2,0,右側の病院区画のニュースです！ 病院が建設され始めました,2,,,,4,4,6,4
3,0,奥の運動場区画のニュースです！ バスケットコートの工事が始まりました！ちなみに、最初期のバスケではゴールとして文字通り木製のカゴを使っていたとか。,3,,,,5,4,6,4
4,0,右側の病院区画のニュースです！ 住民たちは早く病院ができることを待ち望んでいます,4,,,,7,6,6,4
5,0,右側の病院区画のニュースです！ 病院が建設されました。遠くまで病院に通っていた住民から喜びの声が集まっています,5,,,,10,9,8,5
6,0,左側の公園区画のニュースです！ 公園にベンチが置かれました！家族連れで楽しめるようになりましたね！,6,,,,13,11,11,8
7,0,右側の病院区画のニュースです！ 病院の周辺環境も非常によくなりました！都市の健康も保たれいます,7,健康が気になるおじいさん,病院が近いのは助かるわい,char_3.png,17,14,15,10
8,0,奥の運動場区画のニュースです！ コートの舗装が終わったようです！これで雨の日もぐちゃぐちゃにならずに遊べますね,8,,,,19,15,15,11
9,0,奥の運動場区画のニュースです！ バスケットコートが完成しました！子供たちが集まり始めたようです！,9,,,,22,18,16,14
10,0,奥の運動場区画のニュースです！ バスケットコートと公園が完成しました！男の子が喜んでいます！,10,オリンピックを目指す少年,いっぱい遊ぶぜ！！,char_1.png,26,21,19,18
11,0,左側の公園区画のニュースです！ ついに緑たくさんの公園が完成しました！街の緑が増えました！街の子供たちが喜んでいます！,11,外で遊ぶのが好きな女の子,公園を作ってくれてありがとう！,char_0.png,30,23,21,22
12,0,手前の郵便局区画のニュースです！ 郵便局の建設が始まりました,12,,,,31,24,21,22
13,0,手前の郵便局区画のニュースです！ そういえば郵政民営化後から17年間で郵便局は500件ほど減ったらしいですよ,13,,,,33,26,21,22
14,0,手前の郵便局区画のニュースです！ 郵便局の建物が竣工しました。あとはスタッフが配置されるだけです,14,,,,36,29,23,23
15,0,手前の郵便局区画のニュースです！ 郵便局がOPENしました！最初のお客さんはお子さんの口座を作りにきたお母さんだったらしいです,15,お子さんの口座を作りにきたお母さん,やっぱり子供の時からお金の管理は重要よ（ギラギラ）,char_4.png,40,32,27,28
16,1,右側の学校区画のニュースです！ 学校の建設が始まりました,0,,,,1,1,0,0
17,1,手前の住宅エリア区画のニュースです！ 新たな住宅が建設開始とのことです,1,,,,2,2,0,0
18,1,手前の住宅エリア区画のニュースです！ 早くもファミリーが現地見学会に参加しているようです,2,,,,4,4,2,0
19,1,左側の郵便局区画のニュースです！ 郵便局の建設が始まりました,3,,,,5,5,2,0
20,1,手前の住宅エリア区画のニュースです！ 好立地の戸建て住宅のため抽選販売になるそうです。Spin Cityの人気を物語っています,4,,,,8,8,5,1
21,1,手前の住宅エリア区画のニュースです！ 住人が他の街から引っ越してきたようです。早速インタビューしてみましょう,5,とある家庭のお母さん,新しい家は最高ね。ガーデニングもできるし、キッチンも広いし。,char_6.png,12,11,10,3
22,1,左側の郵便局区画のニュースです！ そういえば郵政民営化後から17年間で郵便局は500件ほど減ったらしいですよ,6,,,,14,13,10,3
23,1,左側の郵便局区画のニュースです！ 郵便局の建物が竣工しました。あとはスタッフが配置されるだけです,7,,,,17,16,12,4
24,1,左側の郵便局区画のニュースです！ 郵便局がOPENしました！最初のお客さんはお子さんの口座を作りにきたお母さんだったらしいです,8,お子さんの口座を作りにきたお母さん,やっぱり子供の時からお金の管理は重要よ（ギラギラ）,char_4.png,21,19,16,9
25,1,奥の図書館区画のニュースです！ 多くの住民の希望により図書館の工事が始まりました！,9,,,,22,20,16,9
26,1,右側の学校区画のニュースです！ 街の住民からは学校ができるのが待ち遠しいという声であふれています,10,,,,24,22,17,10
27,1,右側の学校区画のニュースです！ 学校ができあがりました！生徒たちが協力して学校の庭園に草木を植えるらしいですよ,11,,,,27,25,19,14
28,1,右側の学校区画のニュースです！ 立派な学校ができました！緑にあふれる学校で生徒たちも大満足です,12,おかっぱの女の子,学校は楽しいねぇ。宿題さえなければ最高だよ。,char_5.png,31,28,23,19
29,1,奥の図書館区画のニュースです！ 図書館の完成まであと少し。ちなみに明治期は「ずしょかん」という呼び名だったらしいですよ,13,,,,33,30,23,20
30,1,奥の図書館区画のニュースです！ 図書館が完成しました！住民たちは大喜びです,14,,,,36,33,25,24
31,1,奥の図書館区画のニュースです！ 図書館の周りも自然豊かになりました。調べものが大好きな男性も大満足のようです,15,調べものが大好きな男性,本は私にとって人生そのものです,char_2.png,40,36,29,29
32,2,手前の郵便局区画のニュースです！ 郵便局の建設が始まりました,0,,,,1,1,0,0
33,2,手前の郵便局区画のニュースです！ そういえば郵政民営化後から17年間で郵便局は500件ほど減ったらしいですよ,1,,,,3,3,0,0
34,2,左側の図書館区画のニュースです！ 多くの住民の希望により図書館の工事が始まりました！,2,,,,4,4,0,0
35,2,手前の郵便局区画のニュースです！ 郵便局の建物が竣工しました。あとはスタッフが配置されるだけです,3,,,,7,7,2,1
36,2,奥の公園区画のニュースです！ アンケートに回答したことで、公園の工事が始まりました！,4,,,,8,8,3,2
37,2,右側の病院区画のニュースです！ 病院が建設され始めました,5,,,,9,9,3,2
38,2,奥の公園区画のニュースです！ 公園に芝生が植えられました！子供達がサッカーをして遊び始めたようです,6,,,,11,11,8,5
39,2,右側の病院区画のニュースです！ 住民たちは早く病院ができることを待ち望んでいます,7,,,,13,13,8,5
40,2,右側の病院区画のニュースです！ 病院が建設されました。遠くまで病院に通っていた住民から喜びの声が集まっています,8,,,,16,16,10,6
